"","Comparison","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","diffexpressed"
"ENSMUSG00000096726","S3_vs_S1",36.5819139404114,-8.36626608037825,2.09008980906133,-4.00282611977119,6.2590303687871e-05,0.0295793729942662,NA,"DOWN"
"ENSMUSG00000033174","S3_vs_S1",50.47295799527,-9.49120727782452,1.98447331626405,-4.78273363518567,1.72927210751444e-06,0.00403663067775026,"Mgll","DOWN"
"ENSMUSG00000040029","S3_vs_S1",390.370418121032,1.53142162557976,0.324477032270734,4.71966109546386,2.36237896030866e-06,0.00403663067775026,"Ipo8","UP"
"ENSMUSG00000007827","S3_vs_S1",125.804486270951,-2.5378816401819,0.562001717336133,-4.5157898310549,6.30812040988064e-06,0.00754514282225823,"Ankrd26","DOWN"
"ENSMUSG000000386481","S3_vs_S1",244.59372963413,2.1890316296471,0.482274486990627,4.53897456468528,5.65284535214623e-06,0.00751263147300234,NA,"UP"
"ENSMUSG00000106734","S3_vs_S1",898.747575388831,-0.899673736603249,0.215774595773769,-4.16950722756315,3.05258935925547e-05,0.0162319428408347,NA,"DOWN"
"ENSMUSG00000047037","S3_vs_S1",33.100934941231,-8.26521680501817,2.1237886071639,-3.89173233962089,9.95310132995078e-05,0.0392884865840871,"Nipa1","DOWN"
"ENSMUSG000001127141","S3_vs_S1",34.2524927742417,8.53427406243186,2.10274027310717,4.05864393790344,4.93585061255763e-05,0.0245990454903341,NA,"UP"
"ENSMUSG000000981011","S3_vs_S1",34.4527672052506,7.9368150835893,2.05711665628408,3.85822313933627,0.000114214350490426,0.0413975104913936,NA,"UP"
"ENSMUSG000000218381","S3_vs_S1",32.9053676925438,8.13975087585563,2.10564256813777,3.86568499280218,0.000110777843860995,0.0413975104913936,NA,"UP"
"ENSMUSG00000021868","S3_vs_S1",33.018220572911,8.72157028405868,2.19327910588158,3.97649813955305,6.99375458053988e-05,0.0305539811210429,"Ppif","UP"
"ENSMUSG00000025647","S3_vs_S1",1163.79170094123,0.799694617879825,0.182002407406858,4.39386835192869,1.1135126295146e-05,0.00887914970774942,"Shisa5","UP"
"ENSMUSG00000091537","S3_vs_S1",242.993502085062,1.4029845357872,0.366860085956879,3.8243041134546,0.000131141962983648,0.0445077495756059,"Tma7","UP"
