,Test_Sample1,Test_Sample2,Test_Sample3,Control_Sample1,Control_Sample2,Control_Sample3
ENSMUSG00000104396,8.51544999843199,8.51544999843199,8.62988664820193,8.51544999843199,8.51544999843199,8.74632752699415
ENSMUSG00000102481,8.51544999843199,8.51544999843199,8.51544999843199,8.67448445603769,8.66857510085898,8.51544999843199
ENSMUSG00000005886,9.82960200886852,9.85636366339897,9.93089110503901,9.74136140859447,9.77563853269203,9.46984518871365
ENSMUSG00000004451,9.21209521166648,9.28689235316074,9.23291608813602,9.34781687158556,9.42151668712769,9.0272142899088
ENSMUSG00000103506,8.77271573958594,8.78132882808047,8.87072538308021,8.65314475047463,8.69196255790427,8.76890100386961
ENSMUSG00000103495,8.51544999843199,8.51544999843199,8.51544999843199,8.66607722170717,8.62633649980408,8.70662473761934
ENSMUSG00000098923,8.78575637258463,8.85960719184792,8.80092515865597,8.70691339632852,8.72201204533028,9.12001099395443
ENSMUSG00000104170,8.60287294297413,8.5570825975567,8.78825359520957,8.73047104872231,8.60742799196036,8.5310341879883
ENSMUSG00000103085,8.735381303212,8.90126376096183,8.73063211647992,8.80933668599065,8.61709227763183,8.67216880374703
ENSMUSG00000102664,8.67397819189896,8.97530574598848,8.72525414073904,8.6868320917486,8.66857510085898,8.84840695866901
ENSMUSG00000026496,9.50930334870545,9.47432286643461,9.27670413807598,9.3356419718177,9.3208285820474,9.31374388990089
ENSMUSG00000025935,10.1835578692002,10.0629609627398,10.0571148774223,10.3923776120197,10.2156644773789,10.4661449061775
ENSMUSG00000025937,9.32574532714615,9.40713802685507,9.11600643637904,9.38180919083891,9.35062391502261,9.56343386581248
ENSMUSG00000026219,11.6976524307108,11.4333665695967,11.5561220596614,11.4834531154083,11.8610133764078,11.4009377888353
ENSMUSG00000103505,8.89915120381971,8.68945607078728,8.63633502761765,9.00430590876198,8.81105277649572,8.62289311554451
ENSMUSG00000104503,8.98707550298233,8.93028824940546,8.87984863173146,9.06738735831865,8.98039475546813,8.7657028079089
ENSMUSG00000026104,8.81131602722076,8.78761371304478,8.79840481592802,9.11817741987756,9.10789769019872,9.20510610198906
ENSMUSG00000099569,8.51544999843199,8.51544999843199,8.60214105542324,8.51544999843199,8.51544999843199,8.69305075641837
ENSMUSG00000060743,9.9265977904489,9.42498290308682,9.69234399554877,9.92548587065857,10.1314822042611,9.88066729783988
ENSMUSG00000073485,8.65915225516263,8.65760080942779,8.65790061812103,8.51544999843199,8.51544999843199,8.51544999843199
ENSMUSG00000038806,8.85538352696564,9.07679287497542,9.01529282585576,8.88160690647782,8.882533034439,9.00426860438892
ENSMUSG00000103979,8.51544999843199,8.63876366355902,8.51544999843199,8.64873396058856,8.51544999843199,8.62698152365417
