,Test_Sample1,Test_Sample2,Test_Sample3,Control_Sample1,Control_Sample2,Control_Sample3
ENSMUSG00000036155,10.9826961040248,11.0116948058771,10.7714866471815,10.8203649385813,10.6923787451419,10.5542473283445
ENSMUSG00000104039,9.55616239221996,9.31950855342524,9.31950855342524,9.55807292674613,9.45108912362696,9.31950855342524
ENSMUSG00000104378,9.72329368674084,9.76167701310093,9.92069908462908,9.72192027594326,9.67039221135382,9.56679492752925
ENSMUSG00000099471,9.56075579647897,9.31950855342524,9.53595914781609,9.31950855342524,9.44396208654415,9.63018702527404
ENSMUSG00000026347,9.5435576245188,9.31950855342524,9.59834123973682,9.51199856712321,9.31950855342524,9.56315086426427
ENSMUSG00000026510,10.093161686734,9.53223447383133,9.66248973706811,9.87923512508868,9.92675277461586,9.70438750725063
ENSMUSG00000099906,9.31950855342524,9.31950855342524,9.31950855342524,9.59583776970165,9.31950855342524,9.31950855342524
ENSMUSG00000026349,10.8589639897472,10.7885872637908,10.694481525535,10.63314735844,10.6242965684801,10.7875922402711
ENSMUSG00000052331,10.3675513896547,10.2491170822035,10.1737753904681,10.3470040078428,10.372547697048,10.5872514718292
ENSMUSG00000026234,11.4409676898558,11.7003782366032,11.4125907203539,11.3392086235181,11.8864597348803,11.7554689987194
ENSMUSG00000101674,9.31950855342524,9.38622134301218,9.59275656509203,9.31950855342524,9.71341510720546,9.31950855342524
ENSMUSG00000102503,9.62770077305587,9.31950855342524,9.38064074088303,9.58356178279085,9.31950855342524,9.47524311210239
ENSMUSG00002075552,9.43247921466517,9.62515585169725,9.38064074088303,9.53996917776436,9.31950855342524,9.31950855342524
ENSMUSG00000102642,9.60567408403713,9.51477153715431,9.31950855342524,9.76660834640746,9.53131778171362,9.5557513379709
ENSMUSG00000073627,9.66889953014929,9.31950855342524,9.57712556918219,9.31950855342524,9.31950855342524,9.31950855342524
ENSMUSG00000026509,10.6581230817287,10.5785129178497,10.7755435223299,11.0258045574307,10.9794848653131,10.9280596941957
ENSMUSG00000102234,9.31950855342524,9.31950855342524,9.31950855342524,9.60788831893963,9.31950855342524,9.31950855342524
ENSMUSG00000104415,9.47954520832114,9.68274715029481,9.63099859643393,9.76660834640746,9.7049626016595,9.48858089174891
