"","Comparison","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","diffexpressed"
"ENSMUSG00000074093","S2_vs_S1",58.5094084857179,-8.04169894396998,2.2173087793545,-3.62678352191934,0.000286973688493758,0.0267012536086788,"Svip","DOWN"
"ENSMUSG00000108753","S2_vs_S1",46.4455417709294,8.24027052493549,2.42433091338745,3.39898752246721,0.000676358019053632,0.0448520977452005,NA,"UP"
"ENSMUSG00000052707","S2_vs_S1",2658.06875942951,-0.673718528763905,0.173130424311044,-3.89139304339433,9.9670324105834e-05,0.0142746925154082,"Tnrc6a","DOWN"
"ENSMUSG00000109362","S2_vs_S1",53.7141063189149,8.71435269331549,2.30357861218608,3.78296301555154,0.00015497244882286,0.0185476109198713,NA,"UP"
"ENSMUSG00000063229","S2_vs_S1",3647.20342811469,0.628663155858898,0.166200355467198,3.78256204140896,0.000155222387297202,0.0185476109198713,"Ldha","UP"
"ENSMUSG00000015165","S2_vs_S1",2161.81460347418,-0.76314187710347,0.226930801968112,-3.36288362128427,0.000771328735254258,0.0486052226902012,"Hnrnpl","DOWN"
"ENSMUSG00000006021","S2_vs_S1",54.3253888953295,-9.15760379913188,2.40140454082823,-3.81343652992906,0.000137047733187843,0.0175246759467596,"Kptn","DOWN"
"ENSMUSG00000030579","S2_vs_S1",2577.26642344563,0.63675369041981,0.16369595977318,3.88985587244858,0.000100303776557029,0.0142746925154082,"Tyrobp","UP"
"ENSMUSG00000064109","S2_vs_S1",40.318505359531,8.85895475292224,2.64699259490099,3.34679997593783,0.000817501755365199,0.0495429532701226,"Hcst","UP"
"ENSMUSG00000030588","S2_vs_S1",125.105596009896,-4.18650934617509,1.24328900337778,-3.36728575158401,0.000759119857503486,0.0481322503051761,"Yif1b","DOWN"
"ENSMUSG00000075266","S2_vs_S1",53.6685864852874,-8.28424028503838,2.27976916793154,-3.63380661584909,0.000279270212427815,0.0263972873926172,"Cenpw","DOWN"
"ENSMUSG00000019791","S2_vs_S1",132.18819543365,-4.59856028600286,1.20448600315391,-3.81786112413233,0.000134613661200605,0.0175246759467596,"Hint3","DOWN"
"ENSMUSG00000112714","S2_vs_S1",68.2294189367614,8.45270880806787,2.08891815062867,4.0464528519339,5.19995921703178e-05,0.00927643428773585,NA,"UP"
"ENSMUSG00000091086","S2_vs_S1",183.407431839607,-2.55072305453268,0.650246382588682,-3.92270241378053,8.7561276234578e-05,0.0134880910909146,"Rpl6l","DOWN"
"ENSMUSG00000025362","S2_vs_S1",5371.76984064229,-0.895809096935025,0.17222922505549,-5.20126068410519,1.97941233240459e-07,0.000278569295580406,"Rps26","DOWN"
"ENSMUSG00000005054","S2_vs_S1",1746.34509291021,0.806023707862121,0.217081375818853,3.71300257712905,0.000204814800692206,0.0214395393848553,"Cstb","UP"
"ENSMUSG00000020224","S2_vs_S1",193.644003431673,-2.48504117495961,0.648510581470355,-3.8319207827347,0.000127146683056283,0.0171005409557761,"Llph","DOWN"
"ENSMUSG00000048240","S2_vs_S1",53.8314946112913,9.40091307091209,2.28951377150041,4.10607404416323,4.02440526887175e-05,0.00835624871074256,"Gng7","UP"
"ENSMUSG00000074781","S2_vs_S1",629.10489897155,-1.37982867878279,0.337939125794291,-4.08306873475999,4.44448702028269e-05,0.00862009415515778,"Ube2n","DOWN"
"ENSMUSG00000112558","S2_vs_S1",73.7362836469995,7.65554496369875,1.74767220841653,4.38042381565077,1.18448700854349e-05,0.00355583461308682,NA,"UP"
"ENSMUSG00000112881","S2_vs_S1",45.6052184972846,-8.58932015672846,2.44684004390371,-3.51037256322852,0.000447479242160162,0.0339387549772492,NA,"DOWN"
"ENSMUSG00000035242","S2_vs_S1",530.998172683352,1.58888441698588,0.451914218539912,3.51589826520484,0.000438268886828878,0.0336431134580277,"Oaz1","UP"
"ENSMUSG00000098101","S2_vs_S1",66.1734966555566,9.355491381256,2.07618976322455,4.5060868457062,6.60340699645298e-06,0.00269802429087334,NA,"UP"
"ENSMUSG00000038542","S2_vs_S1",352.155584743033,1.48043311584546,0.441342903981694,3.35438295821533,0.00079542195012574,0.0489068661179254,"Pcid2","UP"
"ENSMUSG00000031723","S2_vs_S1",69.415780522246,-10.1584278237924,2.13771098471691,-4.75201179973246,2.01402616014833e-06,0.00150056796143757,"Txnl4b","DOWN"
"ENSMUSG00000038416","S2_vs_S1",311.086640473882,-2.2743243790403,0.49856825452492,-4.56171117675247,5.07384100657265e-06,0.00221604379962928,"Cdc16","DOWN"
"ENSMUSG00002075523","S2_vs_S1",47.8685949870688,8.79160823476981,2.40350842527943,3.65782293180342,0.000254366670070204,0.0249625494868634,NA,"UP"
"ENSMUSG00000031644","S2_vs_S1",263.973795529563,-2.09575015833295,0.502389445340703,-4.17156486420945,3.02514914490595e-05,0.00672219983673311,"Nek1","DOWN"
"ENSMUSG00000110068","S2_vs_S1",76.2739976924399,7.2947743776612,2.09965040770403,3.47428045682997,0.000512225342170719,0.0366544982143183,NA,"UP"
"ENSMUSG00000031770","S2_vs_S1",208.347303206422,-3.03851332645307,0.694312952156245,-4.37628783535828,1.20717581211695e-05,0.00355583461308682,"Herpud1","DOWN"
"ENSMUSG00000089857","S2_vs_S1",48.3940678063227,-8.94370070572211,2.41308597966901,-3.70633321028572,0.000210281606872162,0.0217427639809239,"Zfp882","DOWN"
"ENSMUSG00000031570","S2_vs_S1",282.848537491318,-2.69406259673687,0.643346024505105,-4.18757945820725,2.81945325861793e-05,0.00649294454066449,"Plpp5","DOWN"
